timestamp,presion,delta_presion,intervalo_ms,bomba,estadoProceso,tiempoEncendido,etiqueta,lectura_valida
2026-05-17T16:17:46.833Z,3.0466,-0.0259,2953,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:49.800Z,3.0164,-0.0302,2967,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:52.851Z,3.0035,-0.0129,3051,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:55.836Z,2.9949,-0.0086,2985,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:17:58.826Z,2.9819,-0.0129,2990,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:01.795Z,3.0250,0.0431,2969,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:04.849Z,3.0509,0.0259,3054,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:07.809Z,3.0810,0.0302,2960,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:10.868Z,3.0595,-0.0215,3059,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:13.837Z,3.0207,-0.0388,2969,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:16.790Z,3.0035,-0.0172,2953,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:19.832Z,2.9647,-0.0388,3042,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:22.787Z,2.9906,0.0259,2955,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:25.853Z,2.8914,-0.0991,3066,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
2026-05-17T16:18:28.810Z,2.8871,-0.0043,2957,true,Monitor: Bomba ON (override),0,consumo_bajo_bomba_on,true
